candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Jim Keady,JWKeady,,NJ,U.S. House New Jersey District 4,Representative,Regular,6/5/18,Lost,None,None,-16.01,42.799999,No,White,No,No,Yes,No,No,No,,,,,,,Yes,,,,Yes,,,True,2,28,16,1,5,5,3,22,3,1,11,3,3,3,3,0,34,509,66,216,227,2.6326129666011786
Josh Welle,JoshuaWelle,,NJ,U.S. House New Jersey District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-16.01,57.200001,Yes,,Yes,No,No,No,No,No,,,,,,,No,,,,No,,,True,0,28,31,3,11,6,13,19,4,0,12,3,3,5,21,5,42,864,132,238,494,2.837962962962963
Goutam Jois,goutamjois,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Lost,None,None,-3.26,14.1,No,Nonwhite,No,No,No,No,No,No,No,,,No,,,No,No,,,,,,True,0,44,6,0,8,17,2,10,9,0,4,1,1,1,0,4,63,850,194,380,276,2.192941176470588
Peter Jacob,PeterJacobNJ,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Lost,None,None,-3.26,19.1,No,Nonwhite,No,No,No,No,No,No,No,,,No,,,Yes,Yes,,,,,,True,2,7,27,0,5,0,4,12,1,0,9,1,1,1,0,7,9,269,61,91,117,2.41635687732342
Tom Malinowski,Malinowski,,NJ,U.S. House New Jersey District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-3.26,66.800003,Yes,,No,No,No,No,No,Yes,Yes,,,Yes,,,No,No,,,,,,True,2,17,28,1,8,2,1,8,14,0,2,1,1,2,1,2,63,487,180,179,128,1.786447638603696
Jeff Apodaca,apo4nm,,NM,Governor of New Mexico,Governor,Regular,6/5/18,Lost,None,None,6.1599998,22.16,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,,,,,,,,True,0,6,49,0,3,0,23,45,2,0,15,0,0,0,0,0,2,467,41,121,305,3.1306209850107067
Joseph Cervantes,SenJoeCervantes,,NM,Governor of New Mexico,Governor,Regular,6/5/18,Lost,None,None,6.1599998,11.47,No,Nonwhite,No,No,Yes,Yes,No,No,,No,,,,,,,,,,,,True,0,3,2,0,9,0,5,3,1,0,6,0,0,0,0,0,5,189,73,66,50,1.7566137566137565
Michelle Lujan Grisham,Michelle4NM,GovMLG,NM,Governor of New Mexico,Governor,Regular,6/5/18,Advanced,None,On the Ballot,6.1599998,66.379997,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,,True,1,22,52,7,22,0,108,156,3,0,54,0,0,0,8,1,17,1176,73,235,868,3.3520408163265305
Antoinette Sedillo Lopez,ASL4Justice4all,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,20.610001,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,Yes,Yes,,,Yes,No,No,True,3,22,32,1,15,9,7,24,1,0,17,15,15,15,5,1,16,404,107,122,175,2.3366336633663365
Damian Lara,Lara_BetterNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,3.29,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,No,No,,,No,No,No,True,0,8,11,2,11,0,0,5,0,0,8,0,0,0,2,0,14,171,20,69,82,2.7251461988304095
Damon Martinez,DamonForNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,25.809999,No,Nonwhite,Yes,No,No,No,No,No,,No,No,,No,,No,No,,,No,Yes,Yes,True,2,153,28,17,40,0,18,14,3,0,11,23,23,23,4,12,150,1455,496,417,542,2.0632302405498284
Debra Haaland,Deb4CongressNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,13.77,40.59,Yes,Nonwhite,No,No,No,No,No,Yes,,Yes,No,,Yes,,No,No,,,No,No,No,True,2,60,93,29,62,29,30,89,18,0,107,6,6,8,25,4,173,1799,417,549,833,2.462479155086159
Patrick Davis,PatDavisNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,3.8,No,White,No,Yes,Yes,No,No,No,,No,Yes,,No,,No,No,,,No,No,No,True,1,112,10,1,14,1,4,5,3,0,8,0,0,0,18,0,44,481,52,127,302,3.0395010395010393
Paul Moya,PaulMoya,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Lost,None,None,13.77,5.8899999,No,Nonwhite,No,No,No,No,No,No,,No,No,,No,,No,No,,,No,No,No,True,0,7,0,0,1,0,12,3,0,0,1,2,2,2,0,0,2,175,35,58,82,2.537142857142857
Madeline Hildebrandt,Mad_Hildebrandt,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,-11.88,27.379999,No,,Yes,No,No,No,No,No,No,No,,,,,Yes,,,,,,,True,1,9,14,1,4,38,17,16,1,0,6,59,59,59,2,2,47,898,120,361,417,2.661469933184855
Xochitl Torres Small,XochforCongress,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-11.88,72.620003,Yes,Nonwhite,No,No,No,No,No,No,Yes,Yes,,,,,No,,,,,,,True,2,4,14,0,5,0,11,7,0,0,1,0,0,1,0,1,0,250,27,44,179,3.216
Asheesh Dewan,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.01,No,Nonwhite,No,No,No,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,
Chris Giunchigliani,Giunchigliani,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,38.860001,No,,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,Yes,,,True,3,26,20,3,6,0,43,11,5,0,10,2,2,4,6,2,27,380,92,97,191,2.5210526315789474
David Jones,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.73,No,,No,No,No,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,
Henry Thorns,HenryThornsLV,henrythorns4gov,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,1.9,No,Nonwhite,No,No,No,No,Yes,No,,No,No,,,,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4.0
John Bonaventura,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.94999999,2.99,No,,No,No,Yes,No,No,No,,No,No,,,,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
Steve Sisolak,SteveSisolak,,NV,Governor of Nevada,Governor,Regular,6/12/18,Advanced,None,On the Ballot,0.94999999,50.029999,Yes,,No,No,Yes,No,No,No,,No,Yes,,,,,,,,No,,,True,1,47,81,12,8,1,82,128,0,0,11,2,2,2,10,2,49,2337,197,477,1663,3.2545999144201967
Clint Koble,Clint4Congress,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-13.78,26.129999,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,1,12,1,2,5,0,2,0,0,0,1,1,1,1,1,7,166,26,43,97,2.855421686746988
Jack Schofield Jr.,,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,7.5,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,
Jesse Hurley,,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,8.04,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,
Patrick Fogarty,PatFogartyNV,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,23.83,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,True,2,6,4,0,3,1,0,1,0,0,0,0,0,0,0,0,1,58,6,19,33,2.9310344827586206
Rick Shepherd,RepRickShepherd,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,21.280001,No,,No,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,True,1,7,32,1,2,0,9,10,7,0,14,0,0,0,0,0,31,515,145,245,125,1.9223300970873787
Vance Alm,AlmForCongress,,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,13.22,No,,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,5,8,0,1,0,1,2,1,0,1,0,0,0,0,0,0,96,11,18,67,3.1666666666666665
Eric Stoltz,stoltz1420,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,7.2399998,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guy Pinjuv,GuyforNevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,3.5,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,True,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,9,5,3,1,1.1111111111111112
Jack Love,bubbagrinch,LoveforNevada,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,5.8000002,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,71,120,3,14,1,12,13,12,3,4,1,1,2,1,4,63,985,247,409,329,2.166497461928934
Michael Weiss,weissfornevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,8.1800003,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,True,0,12,10,0,4,1,4,4,4,0,2,1,1,1,7,2,34,313,80,114,119,2.2492012779552715
Richard Hart,,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,4.8499999,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,
Steve Schiffman,VoteSchiffman,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,3.51,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Susie Lee,SusieLeeNV,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-3.0799999,66.910004,Yes,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,True,4,36,84,6,16,3,64,42,17,0,8,3,3,4,11,8,3,1225,253,286,686,2.706938775510204
Allison Stephens,Allison4Nevada,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,6.02,No,Nonwhite,No,No,Yes,No,No,No,No,,No,No,,,No,No,,No,,No,,True,0,6,31,2,0,0,14,15,2,0,7,0,0,0,3,0,3,196,49,64,83,2.3469387755102042
Amy Vilela,Justice4Shalyne,amy4thepeople,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,9.1999998,No,,No,No,No,No,No,No,No,,Yes,No,,,Yes,Yes,,Yes,,No,,True,4,29,262,8,47,4,37,104,25,1,22,22,22,23,25,11,107,1503,506,548,449,1.9241516966067864
John Anzalone,Nevada4Anzalone,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,5.8000002,No,,No,No,No,No,No,No,No,,Yes,No,,,No,No,,,,,,True,1,7,8,0,0,0,27,7,0,0,3,0,0,0,2,0,5,222,21,53,148,3.144144144144144
Patricia Spearman,Senatorspearman,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,15.24,No,Nonwhite,Yes,Yes,Yes,No,No,No,No,,Yes,No,,,No,No,,No,,Yes,,True,2,38,6,1,14,3,5,15,1,0,22,16,16,22,31,5,12,632,76,134,422,3.0949367088607596
Sid Zeller,Zeller4Congress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199999,2.0,No,,Yes,No,No,No,No,No,No,,No,No,,,No,No,,No,,No,,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2,3.0
Steven Horsford,RepHorsford,StevenHorsford,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,3.8199999,61.740002,Yes,Nonwhite,No,No,Yes,No,No,No,Yes,,Yes,Yes,,,No,No,,,,,,True,3,23,46,3,9,0,13,31,7,0,3,0,0,0,1,5,33,365,60,88,217,2.8602739726027395
Allen Rheinhart,AllenRheinhart,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,3.3299999,No,Nonwhite,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,3,1,0,0,1,2,2,0,0,1,0,0,0,0,1,56,660,263,322,75,1.4303030303030304
Bobby Mahendra,Bobby_Mahendra,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,2.6700001,No,Nonwhite,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,5,23,0,6,2,6,6,5,0,3,0,0,0,0,2,33,342,80,174,88,2.046783625730994
Daniel Burleigh,BurleighDaniel,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,2.26,No,,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,24,14,0,11,0,3,19,29,0,2,0,0,0,0,3,37,2335,286,858,1191,2.7751605995717346
David Drew Knight,ddrewknight,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,4.4299998,No,,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacky Rosen,SenJackyRosen,RosenforNevada,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Advanced,None,On the Ballot,0.94999999,77.110001,Yes,,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,,,No,,,,,,,True,3,44,316,42,113,39,51,96,60,0,53,19,19,24,26,16,332,2515,805,774,936,2.1041749502982108
Jesse Sbaih,JesseSbaih,,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,3.1700001,No,Nonwhite,No,No,No,Yes,No,No,No,No,,No,,,Yes,,,,,,,True,1,31,41,2,11,0,2,12,8,1,13,8,8,9,0,3,92,679,226,304,149,1.7731958762886597
David Pechefsky,DPforcongress,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,11.9,No,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Elaine DiMasi,ElaineDiMasi,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,5.920000099999998,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kate Browning,KateBrowningNY,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,30.32,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,10,2,0,1,0,1,3,0,0,0,0,0,0,0,2,5,68,15,12,41,2.764705882352941
Perry Gershon,perrygershon,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.63,35.450001,Yes,,No,No,No,Yes,Yes,No,,,,,,,,,,,,,,True,0,60,61,11,9,5,7,24,5,1,13,0,0,5,6,1,83,652,125,244,283,2.4846625766871164
Vivian Viloria-Fisher,vivianviloria,,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,16.26,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,2,5,0,2,2,1,2,2,0,1,0,0,0,0,1,5,44,16,18,10,1.7272727272727273
Max Rose,MaxRose4NY,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-8.8100004,62.650002,Yes,,Yes,No,No,No,No,No,Yes,,,,,,,,,,Yes,Yes,,True,3,36,21,2,7,9,3,19,9,0,5,4,4,4,2,0,39,953,262,323,368,2.222455403987408
Michael DeVito Jr.,mdevitojr,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,18.42,No,Nonwhite,Yes,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,68,55,3,15,0,8,34,1,0,11,5,5,5,17,3,24,1364,232,461,671,2.6436950146627565
Omar Vaid,omarvaid,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,8.430000300000001,No,Nonwhite,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,33,51,11,45,0,8,68,17,1,13,8,8,8,1,3,219,1582,367,468,747,2.4804045512010116
Paul Sperling,PaulSperlingNY,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,2.29,No,,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,2,17,0,3,0,14,17,7,0,7,0,0,0,0,4,28,215,71,75,69,1.9813953488372094
Radhakrishna Mohan,,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,3.78,No,Nonwhite,No,No,No,No,Yes,No,No,,,,,,,,,,No,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,
Zach Emig,zachemig2018,,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,1.26,No,,No,No,No,No,No,No,No,,,,,,,,,,No,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Antonio Delgado,DelgadoforNY19,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-6.079999900000002,21.99,Yes,Nonwhite,No,No,No,No,No,No,,No,Yes,,,,,No,,No,,No,,True,1,19,214,11,13,7,38,87,30,0,36,3,3,7,6,7,23,1603,351,338,914,2.7024329382407983
Brian Flynn,brianflynnus,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,13.18,No,White,No,No,No,Yes,No,No,,No,No,,,,,No,,No,,No,,True,0,24,118,18,16,2,13,52,6,0,11,1,1,1,15,8,51,1217,161,321,735,2.943303204601479
David Clegg,davieclegg,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,11.08,No,,No,No,No,Yes,No,No,,No,No,,,,,No,,Yes,,No,,True,1,0,0,2,7,0,1,2,0,0,1,1,1,1,0,3,15,1032,398,399,235,1.684108527131783
Erin Collier,ErinCollier2018,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,4.8600001,No,,No,No,No,No,No,No,,Yes,Yes,,,,,No,,No,,No,,True,2,10,11,3,5,0,1,2,1,0,3,0,0,0,1,0,9,169,46,42,81,2.4142011834319526
Gareth Rhodes,garethtrhodes,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,17.85,No,,No,No,No,No,No,No,,No,No,,,,,No,,Yes,,No,,True,1,59,50,3,21,5,4,39,18,2,22,2,2,4,5,1,45,1433,213,418,802,2.8220516399162596
Jeff Beals,JeffBealsNY19,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,13.18,No,,No,No,No,No,No,No,,No,No,,,,,Yes,,No,,No,,True,1,10,44,4,1,0,9,18,4,2,6,1,1,1,0,1,1,316,66,120,130,2.4050632911392404
Pat Ryan,PatRyanWrites,,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000002,17.719998999999994,No,,Yes,No,No,No,No,No,,No,No,,,,,No,,Yes,,Yes,,True,2,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,91,16,35,40,2.5274725274725274
DuWayne Gregory,DuWayneGregory,GregoryForNY2,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Lost,None,None,-8.2600002,41.639999,No,Nonwhite,Yes,No,Yes,No,No,No,,No,Yes,,,,No,,,No,Yes,Yes,,True,3,54,22,0,3,5,4,26,16,2,8,4,4,4,4,5,214,951,318,381,252,1.861198738170347
Liuba Grechen Shirley,liuba4congress,,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-8.2600002,57.98,Yes,,No,No,No,No,No,No,,Yes,Yes,,,,Yes,,,Yes,No,No,,True,4,84,182,17,31,12,53,63,71,0,18,9,9,10,28,10,161,2162,411,565,1186,2.7169287696577245
Dylan Ratigan,DylanRatigan,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.91,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,True,0,7,14,0,6,0,5,21,7,0,6,0,0,0,0,0,10,474,111,147,216,2.4430379746835444
Emily Martz,FlipNY45,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,10.37,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,True,0,13,17,2,5,0,8,23,4,0,12,2,2,2,1,6,14,568,83,136,349,2.936619718309859
Katie Wilson,AdirondacKatie,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.68,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,Yes,,,True,1,6,8,0,2,0,7,10,1,0,5,3,3,3,0,0,7,462,102,163,197,2.411255411255411
Patrick Nelson,PatFNelson,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,9.119999900000002,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,No,,,True,3,12,56,0,9,1,7,6,13,1,17,0,0,0,0,2,43,617,169,258,190,2.0680713128038897
Tedra Cobb,TedraCobb,,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.43,56.009998,Yes,,No,No,Yes,No,No,No,,,Yes,,,,Yes,No,,Yes,No,,,True,3,12,60,0,6,0,12,19,3,0,13,2,2,3,4,5,11,721,120,193,408,2.798890429958391
Eddie Sundquist,esundquist,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,6.420000099999998,No,,No,Yes,No,No,Yes,No,,,No,,,,No,No,,,No,,,True,0,7,41,0,6,0,12,36,8,1,5,0,0,0,9,1,18,385,88,140,157,2.3584415584415583
Ian Golden,GoldenForNY23,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,13.44,No,,No,No,No,No,No,No,,,No,,,,Yes,Yes,,,No,,,True,2,0,17,0,3,0,3,12,3,0,3,0,0,0,0,3,4,194,43,53,98,2.5670103092783507
Linda Andrei,Linda4Congress,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,15.33,No,,No,No,No,No,Yes,No,,,No,,,,No,No,,,No,,,True,0,2,31,0,3,0,9,9,3,0,3,0,0,0,0,0,16,130,36,34,60,2.3692307692307693
Max Della Pia,DellaPiaForNY23,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,32.400002,No,,Yes,No,No,No,No,No,,,No,,,,No,No,,,No,,,True,0,9,19,0,2,0,1,4,4,0,3,0,0,0,1,0,27,204,57,58,89,2.3137254901960786
Tracy Mitrano,MitranoForNY23,,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.93,32.299999,Yes,,No,No,No,No,No,No,,,Yes,,,,No,No,,,Yes,,,True,2,3,94,1,17,0,25,35,24,0,7,0,0,2,0,1,13,755,150,210,395,2.6490066225165565
Dana Balter,dana_balter,,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Advanced,None,On the Ballot,4.1399998999999985,62.380001,Yes,,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Yes,Yes,Yes,No,,True,5,26,66,7,9,8,18,26,15,0,11,1,1,1,5,4,65,750,204,197,349,2.3866666666666667
Juanita Perez Williams,VoteForJuanita,,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Lost,None,None,4.1399998999999985,37.23,No,Nonwhite,Yes,No,No,No,No,No,Yes,Yes,Yes,,,,No,No,No,No,No,Yes,,True,4,3,6,1,5,0,0,2,0,0,0,0,0,0,1,1,7,63,18,11,34,2.507936507936508
Adam McFadden,run_amc,,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,14.62,17.450001,No,Nonwhite,No,No,Yes,No,No,No,,,No,,,,No,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2,2.5
Joseph Morelle,RepJoeMorelle,votemorelle,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Advanced,None,On the Ballot,14.62,45.290001,Yes,,No,No,Yes,No,No,No,,,Yes,,,,No,,,,Yes,,,True,2,25,40,5,2,2,7,23,0,0,7,0,0,0,4,8,50,303,49,60,194,2.957095709570957
Rachel Barnhart,rachbarnhart,,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,14.62,19.77,No,,No,No,No,No,No,No,,,Yes,,,,No,,,,No,,,True,1,31,23,21,22,15,28,123,25,10,13,26,26,26,6,4,177,7004,3256,2554,1194,1.4111936036550543
Robin Wilt,WiltForAssembly,rrwilt,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,14.62,17.35,No,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,Yes,,,,No,,,True,2,3,28,0,8,0,9,7,1,0,4,2,2,4,4,1,4,280,62,92,126,2.4571428571428573
Dennis J. Kucinich,Dennis_Kucinich,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,22.98,No,White,No,No,Yes,No,No,No,,,No,,No,,Yes,,,,,,,True,1,92,87,4,4,0,43,95,3,1,14,0,0,3,6,17,11,816,165,298,353,2.4607843137254903
Joseph Schiavoni,JoeSchiavoni,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,9.1700001,No,,No,No,Yes,No,No,No,,,Yes,,No,,No,,,,,,,True,1,83,25,12,1,0,69,63,9,0,2,0,0,2,6,2,8,1383,221,375,787,2.818510484454085
Larry Ealy,LarryEEaly2,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,1.02,No,Nonwhite,No,No,No,No,No,No,,,No,,No,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,3.5
